-0.67,-0.66,-0.85,-0.83,323.69,36.31,107.92
-0.68,-0.63,-0.85,-0.81,323.57,36.43,107.92
-0.65,-0.62,-0.71,-0.73,323.6,36.41,107.92
-0.66,-0.67,-0.81,-0.76,323.45,36.57,107.92
-0.69,-0.65,-0.82,-0.88,323.82,36.14,107.92
-0.69,-0.65,-0.82,-0.88,323.82,36.14,107.92
-0.6,-0.61,-0.77,-0.81,323.69,36.28,107.92
-0.61,-0.66,-0.67,-0.73,323.54,36.47,107.92
-0.66,-0.68,-0.76,-0.78,323.53,36.43,107.92
-0.68,-0.68,-0.72,-0.75,323.52,36.5,107.92
-0.6,-0.56,-0.8,-0.79,323.8,36.17,107.92
-0.6,-0.56,-0.8,-0.79,323.8,36.17,107.92
-0.66,-0.7,-0.81,-0.8,323.6,36.33,107.92
-0.58,-0.55,-0.82,-0.84,324.0,36.07,107.92
-0.69,-0.71,-0.77,-0.75,323.8,36.2,107.92
-0.69,-0.71,-0.77,-0.75,323.8,36.2,107.92
-0.65,-0.66,-0.83,-0.85,323.7,36.22,107.92
-0.58,-0.63,-0.88,-0.91,323.65,36.4,107.92
-0.64,-0.62,-0.73,-0.73,323.43,36.55,107.92
-0.64,-0.62,-0.73,-0.73,323.43,36.55,107.92
-0.58,-0.63,-0.83,-0.77,323.49,36.48,107.92
-0.6,-0.65,-0.77,-0.82,323.4,36.57,107.92
-0.62,-0.62,-0.75,-0.73,323.31,36.65,107.92
-0.62,-0.62,-0.75,-0.73,323.31,36.65,107.92
-0.65,-0.63,-0.83,-0.75,323.62,36.33,107.92
-0.54,-0.52,-0.84,-0.88,323.65,36.35,107.92
-0.63,-0.66,-0.78,-0.75,323.44,36.51,107.92
-0.63,-0.66,-0.78,-0.75,323.44,36.51,107.92
-0.63,-0.62,-0.69,-0.78,323.67,36.3,107.92
-0.66,-0.67,-0.73,-0.72,323.42,36.6,107.92
-0.59,-0.6,-0.75,-0.79,323.6,36.39,107.92
-0.59,-0.6,-0.75,-0.79,323.6,36.39,107.92
-0.6,-0.58,-0.83,-0.82,323.61,36.41,107.92
-0.67,-0.66,-0.78,-0.71,323.64,36.35,107.92
-0.63,-0.61,-0.78,-0.89,323.79,36.23,107.92
-0.55,-0.61,-0.81,-0.82,323.68,36.31,107.92
-0.67,-0.65,-0.75,-0.66,323.7,36.28,107.92
-0.63,-0.58,-0.79,-0.81,323.88,36.11,107.92
-0.56,-0.59,-0.75,-0.76,323.86,36.16,107.92
-0.66,-0.65,-0.7,-0.73,323.8,36.21,107.92
-0.61,-0.63,-0.75,-0.7,323.78,36.19,107.92
-0.61,-0.63,-0.75,-0.7,323.78,36.19,107.92
-0.63,-0.58,-0.77,-0.81,323.92,36.15,107.92
-0.65,-0.65,-0.77,-0.82,323.87,36.12,107.92
-0.57,-0.52,-0.76,-0.76,323.93,35.91,107.92
-0.57,-0.52,-0.76,-0.76,323.93,35.91,107.92
-0.59,-0.61,-0.78,-0.76,323.75,36.37,107.92
-0.61,-0.65,-0.8,-0.75,323.71,36.31,107.92
-0.64,-0.6,-0.76,-0.74,323.7,36.29,107.92
-0.64,-0.6,-0.76,-0.74,323.7,36.29,107.92
-0.6,-0.71,-0.75,-0.79,323.64,36.37,107.92
-0.67,-0.58,-0.79,-0.84,323.69,36.33,107.92
-0.55,-0.54,-0.8,-0.82,323.66,36.28,107.92
-0.66,-0.67,-0.71,-0.71,323.61,36.34,107.92
-0.62,-0.62,-0.72,-0.73,323.71,36.29,107.92
-0.57,-0.67,-0.74,-0.75,323.73,36.15,107.92
-0.57,-0.67,-0.74,-0.75,323.73,36.15,107.92
-0.61,-0.58,-0.81,-0.79,323.66,36.26,107.92
-0.71,-0.73,-0.73,-0.74,323.62,36.31,107.92
-0.71,-0.73,-0.73,-0.74,323.62,36.31,107.92
-0.58,-0.59,-0.82,-0.79,323.98,35.91,107.92
-0.6,-0.57,-0.8,-0.84,323.97,36.03,107.92
-0.55,-0.57,-0.77,-0.8,323.71,36.27,107.92
-0.55,-0.57,-0.77,-0.8,323.71,36.27,107.92
-0.67,-0.68,-0.73,-0.78,323.58,36.38,107.92
-0.66,-0.64,-0.77,-0.78,323.63,36.36,107.92
-0.64,-0.7,-0.8,-0.78,323.9,35.97,107.92
-0.64,-0.7,-0.8,-0.78,323.9,35.97,107.92
-0.53,-0.57,-0.85,-0.76,324.15,35.84,107.92
-0.6,-0.6,-0.83,-0.85,323.64,36.34,107.92
-0.76,-0.64,-0.75,-0.78,323.95,36.05,107.92
-0.76,-0.64,-0.75,-0.78,323.95,36.05,107.92
-0.65,-0.65,-0.84,-0.76,323.76,36.22,107.92
-0.59,-0.64,-0.69,-0.72,323.74,36.19,107.92
-0.59,-0.64,-0.69,-0.72,323.74,36.19,107.92
-0.64,-0.55,-0.71,-0.72,323.74,36.27,107.92
6.96,7.17,-2.31,-2.36,353.87,5.49,107.92
9.13,9.23,-1.61,-1.53,359.51,-0.33,107.92
9.13,9.23,-1.61,-1.53,359.51,-0.33,107.92
14.1,12.36,16.4,18.34,104.67,-126.31,107.92
-1.9,-4.15,22.2,21.71,210.3,137.81,107.92
-7.96,-8.71,15.95,5.13,269.76,49.36,107.92
-7.96,-8.71,15.95,5.13,269.76,49.36,107.92
9.4,14.01,-0.05,7.26,20.56,-48.59,107.92
9.24,6.83,18.54,20.7,110.76,-134.55,107.92
9.24,6.83,18.54,20.7,110.76,-134.55,107.92
-2.06,-10.11,22.68,17.3,209.61,96.7,107.92
-1.09,3.81,-3.09,-2.39,355.4,-10.53,107.92
12.04,11.66,9.49,12.55,61.06,-73.12,107.92
12.04,11.66,9.49,12.55,61.06,-73.12,107.92
5.74,0.63,20.78,22.69,132.62,-178.13,107.92
-13.15,-13.97,16.33,10.84,268.77,67.94,107.92
-0.14,5.19,-3.43,-1.78,3.21,-19.21,107.92
-0.14,5.19,-3.43,-1.78,3.21,-19.21,107.92
11.29,10.47,9.56,13.88,60.0,-75.82,107.92
-4.02,-0.32,0.02,-0.54,337.33,31.63,107.92
-4.02,-0.32,0.02,-0.54,337.33,31.63,107.92
1.42,1.3,-1.54,-1.71,354.83,5.14,107.92
-5.63,-5.78,2.1,2.18,325.48,34.24,107.92
-5.63,-5.78,2.1,2.18,325.48,34.24,107.92
-6.44,-6.64,2.19,2.68,323.63,38.3,107.92
-7.89,-8.75,10.67,9.44,295.36,60.78,107.92
-7.89,-8.75,10.67,9.44,295.36,60.78,107.92
4.75,6.74,22.24,21.98,196.9,176.62,107.92
5.19,9.25,21.0,20.53,202.3,-176.61,107.92
1.25,-4.78,-4.98,0.41,332.03,52.08,107.92
1.25,-4.78,-4.98,0.41,332.03,52.08,107.92
13.78,19.99,17.86,11.14,153.1,-89.01,107.92
20.97,-0.49,8.34,-0.4,74.76,1.39,107.92
20.97,-0.49,8.34,-0.4,74.76,1.39,107.92
-4.09,6.15,12.51,18.34,263.66,145.71,107.92
17.02,10.58,-2.76,-6.12,21.93,4.57,107.92
11.18,12.43,16.92,16.51,190.1,178.36,107.92
11.18,12.43,16.92,16.51,190.1,178.36,107.92
10.41,-3.65,-7.19,-0.1,352.43,63.94,107.92
17.95,19.67,11.95,9.25,130.04,-103.34,107.92
-3.33,0.37,6.73,12.72,269.36,114.67,107.92
-3.33,0.37,6.73,12.72,269.36,114.67,107.92
20.52,16.94,2.51,-5.33,67.94,-21.05,107.92
8.8,14.57,13.91,11.62,204.82,-165.65,107.92
4.47,0.79,-8.33,-6.04,325.41,50.26,107.92
4.47,0.79,-8.33,-6.04,325.41,50.26,107.92
15.94,18.41,7.93,3.11,141.57,-88.09,107.92
-1.19,0.62,6.88,8.99,253.2,118.42,107.92
17.16,14.0,-1.84,-6.75,55.23,-16.99,107.92
17.16,14.0,-1.84,-6.75,55.23,-16.99,107.92
6.69,11.54,9.47,8.67,216.36,172.44,107.92
-1.42,-0.65,2.84,5.1,275.79,94.61,107.92
12.64,12.66,8.69,8.52,154.42,-151.54,107.92
12.64,12.66,8.69,8.52,154.42,-151.54,107.92
15.39,14.88,2.36,1.28,61.92,-51.8,107.92
3.04,2.86,-3.29,-3.22,316.07,44.94,107.92
-0.44,-0.07,5.94,6.35,264.18,98.03,107.92
-0.44,-0.07,5.94,6.35,264.18,98.03,107.92
0.83,0.6,7.18,0.82,258.7,272.01,107.92
3.25,3.61,-3.7,-3.66,323.96,35.12,107.92
11.34,11.37,-2.31,-2.23,6.53,-7.61,107.92
11.93,10.78,11.39,12.01,159.81,-172.83,107.92
-3.51,-4.41,10.74,8.83,257.64,91.54,107.92
1.47,8.53,-1.34,-2.0,324.92,2.27,107.92
1.47,8.53,-1.34,-2.0,324.92,2.27,107.92
14.1,13.1,8.64,11.56,82.92,-114.42,107.92
3.69,-1.09,17.47,15.95,207.19,124.76,107.92
-1.33,2.5,0.02,-2.67,318.02,23.68,107.92
14.85,14.64,7.51,10.2,60.26,-78.7,107.92
9.4,8.32,17.73,18.33,153.85,-166.21,107.92
-2.19,-4.79,17.3,14.07,245.17,95.86,107.92
-2.19,-4.79,17.3,14.07,245.17,95.86,107.92
3.43,12.51,-3.16,1.41,350.44,-26.26,107.92
13.64,12.37,14.01,15.82,90.73,-107.57,107.92
5.61,4.78,20.95,21.15,179.07,174.05,107.92
5.61,4.78,20.95,21.15,179.07,174.05,107.92
9.08,10.28,-1.57,-0.97,358.13,-3.11,107.92
11.22,11.19,-0.55,-0.69,9.46,-8.25,107.92
11.22,11.19,-0.55,-0.69,9.46,-8.25,107.92
5.11,4.53,-2.78,-2.56,346.03,15.29,107.92
-0.57,-0.56,-0.54,-0.54,321.76,37.39,107.92
-0.57,-0.56,-0.54,-0.54,321.76,37.39,107.92
-0.9,-0.81,-0.1,-0.25,320.97,38.77,107.92
-0.89,-0.81,-0.88,-0.66,323.39,36.49,107.92
-1.03,-0.9,-0.92,-0.95,323.53,36.35,107.92
-0.61,-0.62,-0.54,-0.53,323.35,36.66,107.92
-0.61,-0.62,-0.54,-0.53,323.35,36.66,107.92
-0.62,-0.44,-0.63,-0.43,324.39,35.74,107.92
-0.74,-0.66,-0.98,-0.9,324.43,35.48,107.92
-0.52,-0.67,-0.7,-0.78,324.01,35.93,107.92
-0.53,-0.4,-0.55,-0.66,324.21,35.87,107.92
-0.7,-0.54,-0.92,-0.84,324.28,35.7,107.92
-0.64,-0.29,-1.04,0.37,323.92,332.19,107.92
-0.64,-0.29,-1.04,0.37,323.92,332.19,107.92
-0.63,-0.54,-0.81,-0.83,324.09,35.72,107.92
-0.62,-0.62,-0.56,-0.61,324.08,35.94,107.92
-0.65,-0.68,-0.89,-0.85,324.26,35.71,107.92
-0.65,-0.68,-0.89,-0.85,324.26,35.71,107.92
-0.66,-0.57,-1.03,-0.91,324.15,35.74,107.92
-0.6,-0.53,-0.83,-0.81,323.86,36.1,107.92
-0.59,-0.65,-0.64,-0.66,324.07,35.96,107.92
-0.6,-0.58,-0.71,-0.71,324.42,35.58,107.92
-0.61,-0.64,-0.77,-0.91,324.06,35.95,107.92
-0.71,-0.65,-0.68,-0.73,323.79,36.22,107.92
-0.71,-0.65,-0.68,-0.73,323.79,36.22,107.92
-0.64,-0.64,-0.69,-0.68,324.04,36.16,107.92
-0.62,-0.57,-0.76,-0.81,323.79,36.29,107.92
-0.62,-0.57,-0.76,-0.81,323.79,36.29,107.92
-0.62,-0.67,-0.8,-0.92,323.56,36.29,107.92
-0.55,-0.55,-0.86,-0.92,323.9,36.13,107.92
-0.63,-0.66,-0.76,-0.76,323.71,36.49,107.92
-0.63,-0.66,-0.76,-0.76,323.71,36.49,107.92
-0.62,-0.54,-0.72,-0.76,323.88,35.98,107.92
-0.63,-0.58,-0.63,-0.5,323.99,35.86,107.92
-0.62,-0.6,-0.8,-0.85,324.23,35.75,107.92
-0.62,-0.6,-0.8,-0.85,324.23,35.75,107.92
-0.57,-0.64,-0.68,-0.8,324.05,35.82,107.92
-0.71,-0.54,-0.92,-0.82,324.29,35.87,107.92
-0.71,-0.54,-0.92,-0.82,324.29,35.87,107.92
-0.6,-0.57,-0.8,-0.8,323.83,36.11,107.92
-0.56,-0.54,-0.9,-0.76,323.94,36.04,107.92
-0.65,-0.72,-0.91,-0.89,324.02,35.98,107.92
-0.65,-0.72,-0.91,-0.89,324.02,35.98,107.92
-0.61,-0.73,-0.68,-0.67,323.68,36.36,107.92
-0.67,-0.61,-0.69,-0.64,323.58,36.46,107.92
-0.68,-0.64,-0.85,-1.01,324.1,35.84,107.92
-0.68,-0.64,-0.85,-1.01,324.1,35.84,107.92
-0.69,-0.64,-0.67,-0.93,323.47,36.37,107.92
-0.45,-0.58,-0.56,-0.6,323.58,36.38,107.92
-0.71,-0.81,-0.93,-0.76,323.95,36.06,107.92
-0.71,-0.81,-0.93,-0.76,323.95,36.06,107.92
-0.54,-0.7,-0.46,-0.62,323.95,36.12,107.92
-0.66,-0.7,-0.64,-0.68,323.65,36.43,107.92
-0.66,-0.7,-0.64,-0.68,323.65,36.43,107.92
-0.62,-0.5,-0.54,-0.51,323.17,36.5,107.92
-1.79,-1.74,0.23,0.47,318.54,41.96,107.92
-1.79,-1.74,0.23,0.47,318.54,41.96,107.92
-1.26,-1.03,-0.3,-0.42,320.66,38.47,107.92
-0.21,-0.33,-0.99,-1.24,325.21,34.21,107.92
-0.8,-0.83,-1.19,-0.89,325.24,35.54,107.92
-0.8,-0.69,-0.87,-0.86,323.7,36.85,107.92
-0.8,-0.69,-0.87,-0.86,323.7,36.85,107.92
-0.99,-0.86,-0.21,-0.33,320.81,38.34,107.92
-0.99,-0.86,-0.21,-0.33,320.81,38.34,107.92
-1.1,-0.15,0.23,-0.5,319.84,35.81,107.92
-0.87,-0.71,-0.95,-0.87,324.23,35.75,107.92
-1.07,-0.98,-0.47,-0.46,322.05,37.8,107.92
-1.07,-0.98,-0.47,-0.46,322.05,37.8,107.92
0.0,-0.52,-1.25,-1.33,327.36,33.47,107.92
-0.83,-0.79,-0.93,-0.8,324.48,36.02,107.92
-0.65,-0.35,-0.36,-0.61,323.06,36.74,107.92
-0.65,-0.35,-0.36,-0.61,323.06,36.74,107.92
-0.19,-0.04,-1.09,-1.28,326.26,33.58,107.92
-0.85,-0.57,-1.29,-0.97,325.09,35.65,107.92
-0.93,-0.45,-0.6,-0.66,322.37,37.59,107.92
-0.93,-0.45,-0.6,-0.66,322.37,37.59,107.92
-0.54,-0.59,-1.13,-1.05,324.6,36.03,107.92
-1.67,-1.74,-0.75,-0.45,319.51,41.5,107.92
-1.18,-1.25,-0.47,-0.3,321.78,38.89,107.92
-0.26,-0.42,-0.63,-0.86,324.49,36.54,107.92
0.0,-0.01,-1.1,-1.11,327.02,33.01,107.92
-0.22,-0.05,-0.69,-0.91,324.56,34.16,107.92
-0.48,-0.44,-0.75,-0.91,324.51,35.41,107.92
-1.0,-0.96,-0.66,-0.62,322.66,37.22,107.92
-0.96,-0.93,-0.27,-0.31,322.04,37.56,107.92
-0.96,-0.93,-0.27,-0.31,322.04,37.56,107.92
-0.55,-0.93,-0.56,-0.68,323.36,36.94,107.92
-0.63,-0.39,-0.36,-0.58,323.09,35.87,107.92
-0.84,-0.31,-0.64,0.3,322.08,332.17,106.17
-0.84,-0.31,-0.64,0.3,322.08,332.17,104.06
-0.93,-0.86,-0.49,-0.61,322.47,37.42,98.7
-0.62,-0.51,-0.57,-0.52,322.58,37.37,89.47
-0.65,-0.53,-0.59,-0.71,322.9,37.11,75.67
-0.65,-0.53,-0.59,-0.71,322.9,37.11,66.53
-0.55,-0.7,-0.92,-0.84,323.59,36.38,57.12
-0.63,-0.62,-0.73,-0.68,323.31,36.66,47.19
-0.47,-0.5,-0.77,-0.7,323.44,36.52,33.48
-0.47,-0.5,-0.77,-0.7,323.44,36.52,23.99
-0.67,-0.68,-0.67,-0.7,323.49,36.57,14.76
-0.68,-0.57,-0.86,-0.87,323.42,36.59,5.0
-0.71,-0.74,-0.9,-0.86,323.29,36.69,350.94
-0.71,-0.74,-0.9,-0.86,323.29,36.69,344.09
-0.66,-0.47,-0.87,-0.85,323.18,37.15,341.1
-0.62,-0.61,-0.83,-0.73,323.21,36.77,339.69
-0.62,-0.61,-0.83,-0.73,323.21,36.77,338.46
-0.55,-0.54,-0.67,-0.81,323.29,36.69,339.08
-0.75,-0.52,-0.8,-0.73,323.24,36.67,340.22
-0.62,-0.67,-0.79,-0.75,323.42,36.6,342.15
-0.62,-0.67,-0.79,-0.75,323.42,36.6,344.17
-0.54,-0.56,-0.83,-0.82,323.65,36.5,347.34
-0.67,-0.68,-0.79,-0.79,323.35,36.64,352.96
-0.63,-0.76,-0.74,-0.65,323.26,36.84,8.87
-0.63,-0.76,-0.74,-0.65,323.26,36.84,20.39
-0.79,-0.66,-0.71,-0.74,323.15,36.82,31.99
-0.65,-0.69,-0.65,-0.73,323.39,36.57,44.29
-0.59,-0.6,-0.72,-0.82,323.33,36.63,61.43
-0.59,-0.6,-0.72,-0.82,323.33,36.63,73.37
-0.67,-0.61,-0.84,-0.84,323.4,36.63,85.25
-0.63,-0.67,-0.86,-0.84,323.43,36.59,96.94
-0.64,-0.55,-0.68,-0.87,323.4,36.65,113.99
-0.64,-0.55,-0.68,-0.87,323.4,36.65,125.5
-0.62,-0.62,-0.83,-0.91,323.38,36.36,137.72
-0.6,-0.67,-0.82,-0.8,323.24,36.73,149.58
-0.6,-0.67,-0.82,-0.8,323.24,36.73,161.1
-0.62,-0.65,-0.83,-0.83,323.45,36.57,178.5
-0.61,-0.63,-0.75,-0.74,323.32,36.65,190.28
-0.7,-0.63,-0.71,-0.73,323.46,36.53,202.41
-0.68,-0.59,-0.79,-0.79,323.53,36.45,219.02
-0.68,-0.59,-0.79,-0.79,323.53,36.45,226.31
-0.62,-0.71,-0.77,-0.81,323.64,36.21,230.09
-0.65,-0.68,-0.86,-0.74,323.49,36.48,232.38
-0.65,-0.68,-0.86,-0.74,323.49,36.48,233.96
-0.66,-0.61,-0.76,-0.73,323.79,36.27,235.89
-0.55,-0.72,-0.8,-0.77,323.55,36.44,236.68
-0.67,-0.75,-0.84,-0.71,323.58,36.33,236.6
-0.62,-0.56,-0.82,-0.84,323.77,36.21,234.31
